,Deployment.Location.ID,X,Area,Project,Grid,Camera,StartDate,EndDate,Treatment,GPSX,GPSY,Near_river,Near_road,Near_PA,Near_CP,Dry_NDVI,Wet_NDVI,Cols,Species,Season,sum
31,Y0012,17,North,Makgadikgadi,Makgadikgadi.North.C7,C7,2/10/2022,8/1/2022,On road,24.21461997,-20.7693489,17585.91,0.02,16771.3015,2118.09,0.15475541,0.20119175,#20B2AA,CARACAL,Dry,12
32,Y0012,17,North,Makgadikgadi,Makgadikgadi.North.C7,C7,2/10/2022,8/1/2022,On road,24.21461997,-20.7693489,17585.91,0.02,16771.3015,2118.09,0.15475541,0.20119175,#20B2AA,CARACAL,Wet,5
33,Y0013,13,North,Makgadikgadi,Makgadikgadi.North.C3,C3,2/10/2022,8/1/2022,On road,24.03143699,-20.778171,36144.31,0.15,29040.9444,3365.01,0.1728374,0.24702068,#20B2AA,WILDCAT,Dry,1
34,Y0013,13,North,Makgadikgadi,Makgadikgadi.North.C3,C3,2/10/2022,8/1/2022,On road,24.03143699,-20.778171,36144.31,0.15,29040.9444,3365.01,0.1728374,0.24702068,#20B2AA,AARDWOLF,Wet,1
35,Y0013,13,North,Makgadikgadi,Makgadikgadi.North.C3,C3,2/10/2022,8/1/2022,On road,24.03143699,-20.778171,36144.31,0.15,29040.9444,3365.01,0.1728374,0.24702068,#20B2AA,AARDWOLF,Dry,2
36,Y0013,13,North,Makgadikgadi,Makgadikgadi.North.C3,C3,2/10/2022,8/1/2022,On road,24.03143699,-20.778171,36144.31,0.15,29040.9444,3365.01,0.1728374,0.24702068,#20B2AA,BLACK-BACKED JACKAL,Dry,1
37,Y0013,13,North,Makgadikgadi,Makgadikgadi.North.C3,C3,2/10/2022,8/1/2022,On road,24.03143699,-20.778171,36144.31,0.15,29040.9444,3365.01,0.1728374,0.24702068,#20B2AA,BLACK-BACKED JACKAL,Wet,4
38,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,CARACAL,Wet,1
39,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,WILDCAT,Dry,2
40,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,AARDWOLF,Dry,1
41,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,BLACK-BACKED JACKAL,Dry,2
42,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,WILDCAT,Wet,4
43,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,AARDWOLF,Wet,1
44,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,BLACK-BACKED JACKAL,Wet,3
45,Y0014,19,North,Makgadikgadi,Makgadikgadi.North.C9,C9,2/10/2022,8/1/2022,Trail,24.30584298,-20.7780669,8082.84,1197.36,7359.591,2425.13,0.16010319,0.22923017,#AA20B2,CARACAL,Dry,2
46,Y0015,36,North,Makgadikgadi,Makgadikgadi.North.A6,A6,2/10/2022,8/1/2022,On road,24.17626387,-20.6849066,24241.86,24.85,23126.4716,3185.7,0.16593534,0.2699888,#20B2AA,AARDWOLF,Dry,1
47,Y0015,36,North,Makgadikgadi,Makgadikgadi.North.A6,A6,2/10/2022,8/1/2022,On road,24.17626387,-20.6849066,24241.86,24.85,23126.4716,3185.7,0.16593534,0.2699888,#20B2AA,AARDWOLF,Wet,4
48,Y0016,25,North,Makgadikgadi,Makgadikgadi.North.B5,B5,2/10/2022,8/1/2022,On road,24.13035912,-20.7247532,27207.45,2662.2,26565.7458,2937.72,0.12942724,0.22073866,#20B2AA,WILDCAT,Wet,1
49,Y0016,25,North,Makgadikgadi,Makgadikgadi.North.B5,B5,2/10/2022,8/1/2022,On road,24.13035912,-20.7247532,27207.45,2662.2,26565.7458,2937.72,0.12942724,0.22073866,#20B2AA,AARDWOLF,Dry,1
50,Y0016,25,North,Makgadikgadi,Makgadikgadi.North.B5,B5,2/10/2022,8/1/2022,On road,24.13035912,-20.7247532,27207.45,2662.2,26565.7458,2937.72,0.12942724,0.22073866,#20B2AA,BLACK-BACKED JACKAL,Wet,12
51,Y0016,25,North,Makgadikgadi,Makgadikgadi.North.B5,B5,2/10/2022,8/1/2022,On road,24.13035912,-20.7247532,27207.45,2662.2,26565.7458,2937.72,0.12942724,0.22073866,#20B2AA,BLACK-BACKED JACKAL,Dry,7
52,Y0017,4,North,Makgadikgadi,Makgadikgadi.North.D4,D4,2/10/2022,8/1/2022,On road,24.06670335,-20.8187059,32104.55,0.02,27707.3366,2146.67,0.14880441,0.21158607,#20B2AA,BLACK-BACKED JACKAL,Wet,3
53,Y0017,4,North,Makgadikgadi,Makgadikgadi.North.D4,D4,2/10/2022,8/1/2022,On road,24.06670335,-20.8187059,32104.55,0.02,27707.3366,2146.67,0.14880441,0.21158607,#20B2AA,AARDWOLF,Wet,2
54,Y0017,4,North,Makgadikgadi,Makgadikgadi.North.D4,D4,2/10/2022,8/1/2022,On road,24.06670335,-20.8187059,32104.55,0.02,27707.3366,2146.67,0.14880441,0.21158607,#20B2AA,BLACK-BACKED JACKAL,Dry,11
55,Y0017,4,North,Makgadikgadi,Makgadikgadi.North.D4,D4,2/10/2022,8/1/2022,On road,24.06670335,-20.8187059,32104.55,0.02,27707.3366,2146.67,0.14880441,0.21158607,#20B2AA,AARDWOLF,Dry,5
56,Y0017,4,North,Makgadikgadi,Makgadikgadi.North.D4,D4,2/10/2022,8/1/2022,On road,24.06670335,-20.8187059,32104.55,0.02,27707.3366,2146.67,0.14880441,0.21158607,#20B2AA,WILDCAT,Dry,2
57,Y0018,35,North,Makgadikgadi,Makgadikgadi.North.A5,A5,2/10/2022,8/1/2022,Trail,24.13129061,-20.6793608,28745.09,112.74,27821.7047,930.34,0.17897202,0.26534468,#AA20B2,BLACK-BACKED JACKAL,Dry,1
58,Y0018,35,North,Makgadikgadi,Makgadikgadi.North.A5,A5,2/10/2022,8/1/2022,Trail,24.13129061,-20.6793608,28745.09,112.74,27821.7047,930.34,0.17897202,0.26534468,#AA20B2,BLACK-BACKED JACKAL,Wet,1
59,Y0019,18,North,Makgadikgadi,Makgadikgadi.North.C8,C8,2/10/2022,8/1/2022,Trail,24.259754,-20.777379,12800.63,0.25,12029.0151,2856.27,0.18574788,0.21059972,#AA20B2,WILDCAT,Wet,1
60,Y0019,18,North,Makgadikgadi,Makgadikgadi.North.C8,C8,2/10/2022,8/1/2022,Trail,24.259754,-20.777379,12800.63,0.25,12029.0151,2856.27,0.18574788,0.21059972,#AA20B2,BLACK-BACKED JACKAL,Dry,8
61,Y0019,18,North,Makgadikgadi,Makgadikgadi.North.C8,C8,2/10/2022,8/1/2022,Trail,24.259754,-20.777379,12800.63,0.25,12029.0151,2856.27,0.18574788,0.21059972,#AA20B2,WILDCAT,Dry,2
62,Y0019,18,North,Makgadikgadi,Makgadikgadi.North.C8,C8,2/10/2022,8/1/2022,Trail,24.259754,-20.777379,12800.63,0.25,12029.0151,2856.27,0.18574788,0.21059972,#AA20B2,BLACK-BACKED JACKAL,Wet,1
63,Y0020,2,North,Makgadikgadi,Makgadikgadi.North.D2,D2,2/10/2022,8/1/2022,Trail,23.98178151,-20.8246028,40932.54,0.2,22006.9975,1840.4,0.11563256,0.19591677,#AA20B2,BLACK-BACKED JACKAL,Dry,4
64,Y0020,2,North,Makgadikgadi,Makgadikgadi.North.D2,D2,2/10/2022,8/1/2022,Trail,23.98178151,-20.8246028,40932.54,0.2,22006.9975,1840.4,0.11563256,0.19591677,#AA20B2,AARDWOLF,Dry,3
65,Y0020,2,North,Makgadikgadi,Makgadikgadi.North.D2,D2,2/10/2022,8/1/2022,Trail,23.98178151,-20.8246028,40932.54,0.2,22006.9975,1840.4,0.11563256,0.19591677,#AA20B2,WILDCAT,Dry,1
66,Y0020,2,North,Makgadikgadi,Makgadikgadi.North.D2,D2,2/10/2022,8/1/2022,Trail,23.98178151,-20.8246028,40932.54,0.2,22006.9975,1840.4,0.11563256,0.19591677,#AA20B2,AARDWOLF,Wet,1
67,Y0021,6,North,Makgadikgadi,Makgadikgadi.North.D6,D6,2/10/2022,8/1/2022,Trail,24.163615,-20.819794,22009.2,300.01,21127.1541,1003.62,0.19533162,0.2656865,#AA20B2,BLACK-BACKED JACKAL,Wet,8
68,Y0021,6,North,Makgadikgadi,Makgadikgadi.North.D6,D6,2/10/2022,8/1/2022,Trail,24.163615,-20.819794,22009.2,300.01,21127.1541,1003.62,0.19533162,0.2656865,#AA20B2,CARACAL,Wet,1
69,Y0021,6,North,Makgadikgadi,Makgadikgadi.North.D6,D6,2/10/2022,8/1/2022,Trail,24.163615,-20.819794,22009.2,300.01,21127.1541,1003.62,0.19533162,0.2656865,#AA20B2,BLACK-BACKED JACKAL,Dry,11
70,Y0021,6,North,Makgadikgadi,Makgadikgadi.North.D6,D6,2/10/2022,8/1/2022,Trail,24.163615,-20.819794,22009.2,300.01,21127.1541,1003.62,0.19533162,0.2656865,#AA20B2,AARDWOLF,Dry,5
71,Y0022,21,North,Makgadikgadi,Makgadikgadi.North.B1,B1,2/10/2022,8/1/2022,Trail,23.93264344,-20.7188066,42579.1,76.14,31657.5162,986.98,0.14941186,0.24778257,#AA20B2,BLACK-BACKED JACKAL,Wet,1
72,Y0023,3,North,Makgadikgadi,Makgadikgadi.North.D3,D3,2/10/2022,8/1/2022,On road,24.02231514,-20.8140136,36741.27,2.19,25197.3234,2570.21,0.1196026,0.19636644,#20B2AA,WILDCAT,Dry,3
73,Y0023,3,North,Makgadikgadi,Makgadikgadi.North.D3,D3,2/10/2022,8/1/2022,On road,24.02231514,-20.8140136,36741.27,2.19,25197.3234,2570.21,0.1196026,0.19636644,#20B2AA,WILDCAT,Wet,2
74,Y0023,3,North,Makgadikgadi,Makgadikgadi.North.D3,D3,2/10/2022,8/1/2022,On road,24.02231514,-20.8140136,36741.27,2.19,25197.3234,2570.21,0.1196026,0.19636644,#20B2AA,CARACAL,Wet,2
75,Y0023,3,North,Makgadikgadi,Makgadikgadi.North.D3,D3,2/10/2022,8/1/2022,On road,24.02231514,-20.8140136,36741.27,2.19,25197.3234,2570.21,0.1196026,0.19636644,#20B2AA,AARDWOLF,Dry,1
76,Y0023,3,North,Makgadikgadi,Makgadikgadi.North.D3,D3,2/10/2022,8/1/2022,On road,24.02231514,-20.8140136,36741.27,2.19,25197.3234,2570.21,0.1196026,0.19636644,#20B2AA,CARACAL,Dry,3
77,Y0023,3,North,Makgadikgadi,Makgadikgadi.North.D3,D3,2/10/2022,8/1/2022,On road,24.02231514,-20.8140136,36741.27,2.19,25197.3234,2570.21,0.1196026,0.19636644,#20B2AA,BLACK-BACKED JACKAL,Dry,4
78,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,BLACK-BACKED JACKAL,Dry,75
79,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,WILDCAT,Dry,18
80,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,BLACK-BACKED JACKAL,Wet,45
81,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,WILDCAT,Wet,5
82,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,CARACAL,Dry,6
83,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,AARDWOLF,Wet,2
84,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,CARACAL,Wet,5
85,Y0025,34,North,Makgadikgadi,Makgadikgadi.North.A4,A4,2/10/2022,8/1/2022,On road,24.0785075,-20.6881869,33532.78,5.15,32996.7404,2361.54,0.16509669,0.2675316,#20B2AA,AARDWOLF,Dry,17
86,Y0026,1,North,Makgadikgadi,Makgadikgadi.North.D1,D1,2/10/2022,8/1/2022,Trail,23.92532973,-20.8222815,46779.07,531.51,20243.6456,5876.37,0.16209327,0.30809006,#AA20B2,BLACK-BACKED JACKAL,Wet,1
87,Y0026,1,North,Makgadikgadi,Makgadikgadi.North.D1,D1,2/10/2022,8/1/2022,Trail,23.92532973,-20.8222815,46779.07,531.51,20243.6456,5876.37,0.16209327,0.30809006,#AA20B2,CARACAL,Dry,2
88,Y0027,23,North,Makgadikgadi,Makgadikgadi.North.B3,B3,2/10/2022,8/1/2022,On road,24.02851364,-20.7175621,37743.63,2.88,34796.5438,3476.52,0.18336608,0.2777225,#20B2AA,CARACAL,Dry,1
89,Y0027,23,North,Makgadikgadi,Makgadikgadi.North.B3,B3,2/10/2022,8/1/2022,On road,24.02851364,-20.7175621,37743.63,2.88,34796.5438,3476.52,0.18336608,0.2777225,#20B2AA,CARACAL,Wet,3
90,Y0027,23,North,Makgadikgadi,Makgadikgadi.North.B3,B3,2/10/2022,8/1/2022,On road,24.02851364,-20.7175621,37743.63,2.88,34796.5438,3476.52,0.18336608,0.2777225,#20B2AA,AARDWOLF,Dry,3
91,Y0027,23,North,Makgadikgadi,Makgadikgadi.North.B3,B3,2/10/2022,8/1/2022,On road,24.02851364,-20.7175621,37743.63,2.88,34796.5438,3476.52,0.18336608,0.2777225,#20B2AA,BLACK-BACKED JACKAL,Wet,7
92,Y0027,23,North,Makgadikgadi,Makgadikgadi.North.B3,B3,2/10/2022,8/1/2022,On road,24.02851364,-20.7175621,37743.63,2.88,34796.5438,3476.52,0.18336608,0.2777225,#20B2AA,BLACK-BACKED JACKAL,Dry,14
93,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,WILDCAT,Wet,3
94,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,AARDWOLF,Dry,3
95,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,BLACK-BACKED JACKAL,Wet,12
96,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,CARACAL,Dry,2
97,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,WILDCAT,Dry,8
98,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,BLACK-BACKED JACKAL,Dry,29
99,Y0028,5,North,Makgadikgadi,Makgadikgadi.North.D5,D5,2/10/2022,8/1/2022,On road,24.13050396,-20.8177539,25463.23,1250.73,24583.6189,1744.7,0.18509275,0.2778311,#20B2AA,AARDWOLF,Wet,5
100,Y0029,7,North,Makgadikgadi,Makgadikgadi.North.D7,D7,2/10/2022,8/1/2022,Trail,24.21991691,-20.8273998,16140.88,0.2,15225.0997,581.91,0.18010631,0.26530278,#AA20B2,WILDCAT,Wet,1
101,Y0029,7,North,Makgadikgadi,Makgadikgadi.North.D7,D7,2/10/2022,8/1/2022,Trail,24.21991691,-20.8273998,16140.88,0.2,15225.0997,581.91,0.18010631,0.26530278,#AA20B2,BLACK-BACKED JACKAL,Wet,3
102,Y0029,7,North,Makgadikgadi,Makgadikgadi.North.D7,D7,2/10/2022,8/1/2022,Trail,24.21991691,-20.8273998,16140.88,0.2,15225.0997,581.91,0.18010631,0.26530278,#AA20B2,WILDCAT,Dry,2
103,Y0029,7,North,Makgadikgadi,Makgadikgadi.North.D7,D7,2/10/2022,8/1/2022,Trail,24.21991691,-20.8273998,16140.88,0.2,15225.0997,581.91,0.18010631,0.26530278,#AA20B2,BLACK-BACKED JACKAL,Dry,11
104,Y0030,15,North,Makgadikgadi,Makgadikgadi.North.C5,C5,2/10/2022,8/1/2022,Trail,24.11943901,-20.773614,27200.87,212.91,26288.3658,3286.39,0.16713461,0.25088778,#AA20B2,WILDCAT,Wet,5
105,Y0030,15,North,Makgadikgadi,Makgadikgadi.North.C5,C5,2/10/2022,8/1/2022,Trail,24.11943901,-20.773614,27200.87,212.91,26288.3658,3286.39,0.16713461,0.25088778,#AA20B2,BLACK-BACKED JACKAL,Dry,2
106,Y0030,15,North,Makgadikgadi,Makgadikgadi.North.C5,C5,2/10/2022,8/1/2022,Trail,24.11943901,-20.773614,27200.87,212.91,26288.3658,3286.39,0.16713461,0.25088778,#AA20B2,BLACK-BACKED JACKAL,Wet,2
107,Y0030,15,North,Makgadikgadi,Makgadikgadi.North.C5,C5,2/10/2022,8/1/2022,Trail,24.11943901,-20.773614,27200.87,212.91,26288.3658,3286.39,0.16713461,0.25088778,#AA20B2,AARDWOLF,Wet,1
108,Y0030,15,North,Makgadikgadi,Makgadikgadi.North.C5,C5,2/10/2022,8/1/2022,Trail,24.11943901,-20.773614,27200.87,212.91,26288.3658,3286.39,0.16713461,0.25088778,#AA20B2,WILDCAT,Dry,3
109,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,BLACK-BACKED JACKAL,Wet,20
110,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,WILDCAT,Dry,3
111,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,WILDCAT,Wet,2
112,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,AARDWOLF,Wet,4
113,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,BLACK-BACKED JACKAL,Dry,26
114,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,AARDWOLF,Dry,9
115,Y0031,32,North,Makgadikgadi,Makgadikgadi.North.A2,A2,2/10/2022,8/1/2022,Trail,23.98052766,-20.6858663,38968.46,0.01,36313.4151,2342.68,0.15051144,0.24569178,#AA20B2,CARACAL,Dry,2
116,Y0032,20,North,Makgadikgadi,Makgadikgadi.North.C10,C10,2/10/2022,8/1/2022,Trail,24.36797904,-20.7801357,1697.56,4.7,1519.2669,353.4,0.13009767,0.19007194,#AA20B2,WILDCAT,Wet,2
117,Y0032,20,North,Makgadikgadi,Makgadikgadi.North.C10,C10,2/10/2022,8/1/2022,Trail,24.36797904,-20.7801357,1697.56,4.7,1519.2669,353.4,0.13009767,0.19007194,#AA20B2,WILDCAT,Dry,4
118,Y0032,20,North,Makgadikgadi,Makgadikgadi.North.C10,C10,2/10/2022,8/1/2022,Trail,24.36797904,-20.7801357,1697.56,4.7,1519.2669,353.4,0.13009767,0.19007194,#AA20B2,BLACK-BACKED JACKAL,Wet,4
119,Y0032,20,North,Makgadikgadi,Makgadikgadi.North.C10,C10,2/10/2022,8/1/2022,Trail,24.36797904,-20.7801357,1697.56,4.7,1519.2669,353.4,0.13009767,0.19007194,#AA20B2,BLACK-BACKED JACKAL,Dry,2
120,Y0033,11,North,Makgadikgadi,Makgadikgadi.North.C1,C1,2/10/2022,8/1/2022,Trail,23.93800803,-20.7656079,45979.79,812.78,26661.034,1782.46,0.14536849,0.23686406,#AA20B2,BLACK-BACKED JACKAL,Dry,1
121,Y0034,26,North,Makgadikgadi,Makgadikgadi.North.B6,B6,2/10/2022,8/1/2022,On road,24.18096621,-20.7273326,22041.11,1797.22,21472.7868,3314.83,0.16359419,0.25223613,#20B2AA,BLACK-BACKED JACKAL,Wet,4
122,Y0034,26,North,Makgadikgadi,Makgadikgadi.North.B6,B6,2/10/2022,8/1/2022,On road,24.18096621,-20.7273326,22041.11,1797.22,21472.7868,3314.83,0.16359419,0.25223613,#20B2AA,AARDWOLF,Dry,1
123,Y0034,26,North,Makgadikgadi,Makgadikgadi.North.B6,B6,2/10/2022,8/1/2022,On road,24.18096621,-20.7273326,22041.11,1797.22,21472.7868,3314.83,0.16359419,0.25223613,#20B2AA,WILDCAT,Dry,2
124,Y0034,26,North,Makgadikgadi,Makgadikgadi.North.B6,B6,2/10/2022,8/1/2022,On road,24.18096621,-20.7273326,22041.11,1797.22,21472.7868,3314.83,0.16359419,0.25223613,#20B2AA,BLACK-BACKED JACKAL,Dry,9
125,Y0034,26,North,Makgadikgadi,Makgadikgadi.North.B6,B6,2/10/2022,8/1/2022,On road,24.18096621,-20.7273326,22041.11,1797.22,21472.7868,3314.83,0.16359419,0.25223613,#20B2AA,CARACAL,Dry,1
126,Y0034,26,North,Makgadikgadi,Makgadikgadi.North.B6,B6,2/10/2022,8/1/2022,On road,24.18096621,-20.7273326,22041.11,1797.22,21472.7868,3314.83,0.16359419,0.25223613,#20B2AA,WILDCAT,Wet,1
127,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,AARDWOLF,Wet,13
128,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,AARDWOLF,Dry,28
129,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,BLACK-BACKED JACKAL,Dry,8
130,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,CARACAL,Dry,5
131,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,BLACK-BACKED JACKAL,Wet,23
132,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,WILDCAT,Dry,14
133,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,CARACAL,Wet,7
134,Y0035,39,North,Makgadikgadi,Makgadikgadi.North.A9,A9,2/10/2022,8/1/2022,On road,24.31271204,-20.6945359,10301.08,0.77,8914.325,3467.58,0.12804578,0.20995106,#20B2AA,WILDCAT,Wet,14
135,Y0036,16,North,Makgadikgadi,Makgadikgadi.North.C6,C6,2/10/2022,8/1/2022,Trail,24.17167604,-20.779595,21736.89,1121.04,20817.9542,2668.1,0.16553295,0.23717311,#AA20B2,WILDCAT,Dry,2
136,Y0036,16,North,Makgadikgadi,Makgadikgadi.North.C6,C6,2/10/2022,8/1/2022,Trail,24.17167604,-20.779595,21736.89,1121.04,20817.9542,2668.1,0.16553295,0.23717311,#AA20B2,BLACK-BACKED JACKAL,Wet,1
137,Y0036,16,North,Makgadikgadi,Makgadikgadi.North.C6,C6,2/10/2022,8/1/2022,Trail,24.17167604,-20.779595,21736.89,1121.04,20817.9542,2668.1,0.16553295,0.23717311,#AA20B2,BLACK-BACKED JACKAL,Dry,1
138,Y0037,10,North,Makgadikgadi,Makgadikgadi.North.D10,D10,2/10/2022,8/1/2022,Trail,24.36738853,-20.822435,810.87,0.15,159.7366,888.42,0.1859655,0.25493616,#AA20B2,BLACK-BACKED JACKAL,Wet,5
139,Y0037,10,North,Makgadikgadi,Makgadikgadi.North.D10,D10,2/10/2022,8/1/2022,Trail,24.36738853,-20.822435,810.87,0.15,159.7366,888.42,0.1859655,0.25493616,#AA20B2,BLACK-BACKED JACKAL,Dry,40
140,Y0037,10,North,Makgadikgadi,Makgadikgadi.North.D10,D10,2/10/2022,8/1/2022,Trail,24.36738853,-20.822435,810.87,0.15,159.7366,888.42,0.1859655,0.25493616,#AA20B2,WILDCAT,Dry,5
141,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,WILDCAT,Dry,1
142,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,AARDWOLF,Dry,7
143,Y0039,9,North,Makgadikgadi,Makgadikgadi.North.D9,D9,2/10/2022,8/1/2022,On road,24.31752317,-20.8201357,5992.46,4.83,5219.4706,1719.81,0.17003484,0.25232866,#20B2AA,CARACAL,Dry,5
